Deployment,Enumerator,Status,Response Code,Drafted On,Submitted On,Approval Level,IP Address,cds_mwaterid,cds_type,cds_sanreg,cds_sanarea,cds_sanarea (other) - specify,contact - 1 - name,contact - 1 - title,contact - 1 - orng,contact - 1 - mtn,contact - 2 - name,contact - 2 - title,contact - 2 - orng,contact - 2 - mtn,survey_date,trans - bike - total,trans - bike - func,trans - bike - project,trans - car - total,trans - car - func,trans - car - project,trans - moto - total,trans - moto - func,trans - moto - project,trans - tuktuk - total,trans - tuktuk - func,trans - tuktuk - project,trans - ambul - total,trans - ambul - func,trans - ambul - project,generalstate,const_year,const_year (Don't Know),rehab - elec - year,rehab - elec - org,rehab - elec - org_other,rehab - bhole - year,rehab - bhole - org,rehab - bhole - org_other,rehab - pump - year,rehab - pump - org,rehab - pump - org_other,rehab - wtank - year,rehab - wtank - org,rehab - wtank - org_other,rehab - wsystem - year,rehab - wsystem - org,rehab - wsystem - org_other,rehab - incin - year,rehab - incin - org,rehab - incin - org_other,rehab - toilet - year,rehab - toilet - org,rehab - toilet - org_other,rehab - struct - year,rehab - struct - org,rehab - struct - org_other,rehab - roof - year,rehab - roof - org,rehab - roof - org_other,rehab - paint_ext - year,rehab - paint_ext - org,rehab - paint_ext - org_other,rehab - paint_int - year,rehab - paint_int - org,rehab - paint_int - org_other,rehab - res - year,rehab - res - org,rehab - res - org_other,room - wait - num,room - cons - num,room - mat - num,room - lab - num,room - stor - num,roof_type,roof_type (other) - specify,fence,cond - floor - state,cond - floor - needs,cond - wall - state,cond - wall - needs,cond - roof - state,cond - roof - needs,cond - door - state,cond - door - needs,cond - ceil - state,cond - ceil - needs,staffres,staffres_num,staffres_cond - floor - state,staffres_cond - floor - needs,staffres_cond - wall - state,staffres_cond - wall - needs,staffres_cond - roof - state,staffres_cond - roof - needs,staffres_cond - door - state,staffres_cond - door - needs,staffres_cond - ceil - state,staffres_cond - ceil - needs,staffres - water - pipewire,staffres - water - pipewire_func,staffres - water - taps_total,staffres - water - taps_func,staffres - elec - pipewire,staffres - elec - pipewire_func,staffres - elec - taps_total,staffres - elec - taps_func,energy_sys,energy_primsource,energy_source_backup,solar - panel - installed,solar - panel - num,solar - panel - cap,solar - batt - installed,solar - batt - num,solar - batt - cap,energy_light_total,energy_light_func,infra_pics
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703967,Health Centre Type C,Oio,Mansaba,,,,,955464897,,,,,2016-03-29,0,0,,1,1,,1,1,,0,0,,,,,Reasonable,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,20,20,https://api.mwater.co/v3/images/be104f4d72b04466a6c1c730ae1feb69; https://api.mwater.co/v3/images/87f3882b5c5f48f698a679c0d6e1c762; https://api.mwater.co/v3/images/71edb395b8a647b7bd01c76f7fa7864b; https://api.mwater.co/v3/images/17d5186f6f7e46bfbccb3158c2895acc; https://api.mwater.co/v3/images/503603bd102b42528780b35a2f2aaf27; https://api.mwater.co/v3/images/c2d833cc5694431ab698b77ce3a737de
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703716,Health Centre Type C,Farim,Cuntima,,,,966631169,,,,,,2016-03-29,0,0,,1,1,,1,0,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,15,7,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436054,Health Centre Type C,Gabu,Canjufa,,,,,955257929,,,,,2016-03-29,0,0,,0,0,,2,1,,1,1,,,,,Good,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,16,16,https://api.mwater.co/v3/images/f23b01630a7a472b8861042ac58fcaec; https://api.mwater.co/v3/images/6dfce83ac89b46e8b3ac3721c325ea7d; https://api.mwater.co/v3/images/8ffd2570abbf4748adf22d03777451be; https://api.mwater.co/v3/images/3bc3ec3d027e4068a5d2939c013bd780
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704236,Health Centre Type C,Cacheu,Sedengal,,,,966666016,,,,,,2016-03-29,1,1,,0,0,,1,1,,0,0,,,,,Reasonable,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Reasonable,,Good,,Reasonable,,Good,,Bad,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703651,Health Centre Type C,Tombali,Cacine,,,,955621872,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Good,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703936,Health Centre Type C,Quinara,Brandao,,,,955527230,955845342,,,,,2016-03-29,0,0,,0,0,,2,0,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,9,2,https://api.mwater.co/v3/images/6fd4a2e3b816432596db71810a38e6de
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704188,Health Centre Type C,Tombali,Bedanda,,,,966681339,,,,,,2016-03-29,0,0,,0,0,,2,2,,2,2,,,,,Good,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Generator,None,,,,,,,20,20,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704339,Maternal/Child Health Clinic,Cacheu,Sao Domingas ,,,,955804837,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Good,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,9,9,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704322,Health Centre Type C,Tombali,Bedanda,,,,955442433,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Good,,Good,,Bad,,Good,,Good,,Yes,4,Good,,Good,,Reasonable,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,7,7,https://api.mwater.co/v3/images/5ec514c6e99a49a88aac0d8a9d67e8f5; https://api.mwater.co/v3/images/002d28a5e7024a5a8c91ab1d8f4a45c9; https://api.mwater.co/v3/images/9f75d8a8d5b34532b2b9beb9e13d7808; https://api.mwater.co/v3/images/0be268b65b464c2f9ece570605cca2e8
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704401,Health Centre Type C,Quinara,Buba,,,,,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,No,Bad,,Good,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703819,Regional Hospital,Gabu,Gabu,,,,966820471,955510537,,,,,2018-08-07,0,0,,1,1,,2,2,,0,0,,,,,Good,2012,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Generator,2018-01-01,9,,,,,90,90,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704195,Health Centre Type C,Tombali,Calaque,,,,955254229,955291129,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,,,No,Bad,,Bad,,Bad,,Reasonable,,Bad,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436164,Health Centre Type C,Cacheu,Pecixe ,,,,966761703,955383836,,,,,2016-03-29,1,0,,0,0,,1,0,,1,0,,,,,Poor,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Bad,,Reasonable,,Bad,,Bad,,Bad,,Yes,4,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,No,,,Yes,Solar,None,,,,,,,5,5,https://api.mwater.co/v3/images/ae22f72398d2428cb35bd989d49cbe43; https://api.mwater.co/v3/images/25391ec0dc824df0992f56483fd1b196; https://api.mwater.co/v3/images/f5a35702a190457b9a726f4511aded46; https://api.mwater.co/v3/images/d7f9026693444e56a4f96ecaae9aae37; https://api.mwater.co/v3/images/b97a34918ad346748d2fca7c97367085; https://api.mwater.co/v3/images/0e3388578e024dbf920e750fe62fd153; https://api.mwater.co/v3/images/63966e651b6a403183b880c163dd3ff4; https://api.mwater.co/v3/images/e55c5110fdff4bf4855875ac62a24fcb; https://api.mwater.co/v3/images/6b44820de3654cee9336751ef07a65d8; https://api.mwater.co/v3/images/b10d231bbe604e9ca6b1ace1de36a5e2; https://api.mwater.co/v3/images/244bf10f32274c5b992cec985fe22fa0; https://api.mwater.co/v3/images/a0043d8e7b054eada2c8cad94134b626; https://api.mwater.co/v3/images/7c2b6622e9f445acab6e6b3ae2131245; https://api.mwater.co/v3/images/fce3e8c710f54ae1b31f2fa97e1e2526; https://api.mwater.co/v3/images/4552bd48b5b14ee395fd857e2d4f5cc9; https://api.mwater.co/v3/images/41b212a068294003b2cd990e2e3665ba; https://api.mwater.co/v3/images/95b50c13c2414cd98d1fb1565c395b04; https://api.mwater.co/v3/images/621da5b9fb4348babcadecf57ca60609; https://api.mwater.co/v3/images/9d2f7ff136364347b2d2391fcd7fca1b
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703730,Health Centre Type C,Cacheu,Bigene,,,,,9555642014,,,,,2016-03-29,0,0,,0,0,,1,0,,0,0,,,,,Reasonable,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,No,Good,,Good,,Bad,,Good,,Reasonable,,Yes,4,Good,,Good,,Bad,,Bad,,Reasonable,,,,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,10,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703802,Health Centre Type C,Cacheu,Co,,,,966415157,955995997,,,,,2016-03-29,0,0,,0,0,,2,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Reasonable,,Reasonable,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,14,14,https://api.mwater.co/v3/images/832f0fe0de4548aa8f96965e8e165710
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703352,Health Centre Type B,Oio,Bissora,,,,955837792,,,,,,2016-03-29,0,0,,2,1,,4,0,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,36,36,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703905,Health Centre Type B,Cacheu,Ingore,,,,966628807,966961829,,,,,2016-03-29,0,0,,2,1,,2,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,1,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,Yes,1,Good,,Good,,Reasonable,,Reasonable,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,4,4,https://api.mwater.co/v3/images/6e9b328ef97b4c119d5de0819fe5e6bb; https://api.mwater.co/v3/images/08870593dac44b4bbbd6a032d1cac8cd; https://api.mwater.co/v3/images/8b976345c5fd43d29136893da5d6dce4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435950,Health Centre Type C,Bijagos,Soga,,,,966616858,,,,,,2016-03-29,0,0,,0,0,,0,0,,1,1,,,,,Poor,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Reasonable,,Yes,1,Reasonable,,,,,,,,,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/08a9ad84ac384978872b0bfe6e4a673e; https://api.mwater.co/v3/images/b9bb5064863f4e9fbd48b205eb8fab69; https://api.mwater.co/v3/images/c7618abd91cd40ed9daf98b90d5695e7; https://api.mwater.co/v3/images/0e827259323c4e769775c04b31811951; https://api.mwater.co/v3/images/5fadae0355094869a1f47936d68470f8
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436133,Health Centre Type C,Gabu,Pitche,,,,966608204,955741203,,,,,2016-03-29,0,0,,0,0,,3,1,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,25,25,https://api.mwater.co/v3/images/7e9cce78c0ba40e391f10f2169e8e047; https://api.mwater.co/v3/images/9c9293723d2940fdb4ebe478cf53673b; https://api.mwater.co/v3/images/b9a698e37ca8423d97b3ed762cea80ba; https://api.mwater.co/v3/images/41ceb42a61e1417eafe6e6c0338a3e17; https://api.mwater.co/v3/images/916e04cc4d9b4ecaa052f745999b7c42; https://api.mwater.co/v3/images/fdf8bc60f9ac407798b8fa6da181ed03
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435967,Health Centre Type C,Bijagos,Unhocomo,,,,966122023,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Poor,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Reasonable,,Reasonable,,Bad,,Reasonable,,Good,,Yes,1,,,,,,,,,,,,,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/5edbdf7179334dc0a1f55734f4573c46; https://api.mwater.co/v3/images/b7fcd06339d4403aa92b662649744958; https://api.mwater.co/v3/images/c845b5756d73423487b655a42c3fd03c; https://api.mwater.co/v3/images/30f8250c3b73486892896926a3c079f3; https://api.mwater.co/v3/images/11d9ad58544d486ba1d4432616f58e69; https://api.mwater.co/v3/images/e824ac6df5014dfebd1cd1e39b997be5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435998,Health Centre Type C,Bijagos,Canhabaque,,,,966680155,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,2,1,https://api.mwater.co/v3/images/2dedf21ee8c9430d82cd30b4d19f8d18; https://api.mwater.co/v3/images/948a92ba77444e03bff7c1ae84fbea48; https://api.mwater.co/v3/images/c432cea36aa54cdbbb90250d4cdbe890; https://api.mwater.co/v3/images/777cd9766c764b1494df7ca2d16ad707; https://api.mwater.co/v3/images/35a617069cde43a68b62355c14036530
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703871,Health Centre Type C,Farim,Guidage,,,,966784093,,,,,,2016-03-29,0,0,,0,0,,1,0,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,22,22,https://api.mwater.co/v3/images/e0390acd1a4448b6a5f3048a198d6ed0; https://api.mwater.co/v3/images/912ae193b7a14644a34ab2ede56c073f; https://api.mwater.co/v3/images/4c30c2fdc4dd41a8ab3649811f8aa07a; https://api.mwater.co/v3/images/8abe8df7a8414eb8bf7a7d1e13463a52; https://api.mwater.co/v3/images/e6b010b7558e4cf0af6c7257f8665f9c; https://api.mwater.co/v3/images/ab035231f70a4001820501831254eb3f; https://api.mwater.co/v3/images/a52ca8ed7904401792b6357934efa0ec; https://api.mwater.co/v3/images/1077667acbff4a4bbe642abd7b8f037b; https://api.mwater.co/v3/images/21e61480547840269335139f42491273
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703754,Health Centre Type C,Oio,Encheia,,,,969164237,,,,,,2016-03-29,0,0,,0,0,,2,2,,0,0,,,,,Reasonable,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,Yes,2,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,10,10,https://api.mwater.co/v3/images/8e608d2c552a4b9aad0e528d6b7cad94; https://api.mwater.co/v3/images/e86adecc68494cc4941c1e8e2e2952c1; https://api.mwater.co/v3/images/cf81aaebfc6f452987be7d94c3e63018
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703204,Health Centre Type B,SAB,Bairro Militar,,,,966109765,955725938,,,,,2016-03-29,2,2,,0,0,,2,1,,0,0,,,,,Good,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,None,,,,,,,50,10,https://api.mwater.co/v3/images/8de3e54945044bc888279f1c13cecc12; https://api.mwater.co/v3/images/d2a76e0868744789b201f73e5a0a713a
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436016,Health Centre Type C,Bijagos,Formosa,,,,966197551,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Bad,,Reasonable,,Bad,,Bad,,Bad,,Yes,2,Reasonable,,Reasonable,,Bad,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/e577aa79904a49f6af9c1432ea32ba26; https://api.mwater.co/v3/images/fa235b707de64fd085d08c2737b9c2f9; https://api.mwater.co/v3/images/ffc320253a094be78a15e230da0c42d6; https://api.mwater.co/v3/images/83a65ff33cc544939d6f8270f0e8a55e; https://api.mwater.co/v3/images/2a03d2c206be40cb8d6eb7b3fbb3500b
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703613,Health Centre Type C,Farim,Candjambari,,,,966642955,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Bad,,Good,,Good,,Yes,1,Reasonable,,Reasonable,,Good,,Reasonable,,,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,11,11,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703462,Health Centre Type A,Bolama,Bolama,,,,,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Good,,True,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,,2018-01-01,9,,,,,90,90,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703534,Health Centre Type C,Cacheu,Cacheu,,,,966701578,,,,,,2016-03-29,0,0,,2,0,,2,0,,0,0,,,,,Good,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,48,48,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703747,Health Centre Type C,Biombo,Dorse,,,,955757079,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,1996,,2019-01-01,BADEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Reasonable,,Bad,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,2019-01-01,15,270,2019-01-01,8,265,10,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703675,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,966338316,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/6b2092ba6f464d3e841042ad1338d3dc
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704229,Health Centre Type C,Tombali,Sanconha,,,,,,,,,,2016-03-29,0,0,,0,0,,1,1,,2,2,,,,,Good,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,,,No,Good,,Good,,Good,,Reasonable,,Good,,Yes,4,Good,,Good,,,,,,,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/4f218ce6b4ad450f89730cd30f223008; https://api.mwater.co/v3/images/1efc45e735634838bd9e32bd618fa438; https://api.mwater.co/v3/images/365b763a278844cfac5fc9a3bfd6129a; https://api.mwater.co/v3/images/d106657c6cc145e8b255431bf0d656b4; https://api.mwater.co/v3/images/ba3beca518734275949dbffa2e87d5f4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704205,Health Centre Type A,Cacheu,Sao Domingas ,,,,955252244,,,,,,2016-03-29,0,0,,2,1,,3,0,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,3,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Generator,,,,,,,40,40,https://api.mwater.co/v3/images/8198fa25a7874415b2abdf8c47959162; https://api.mwater.co/v3/images/60c2bbefde2841baa5d1fb5317351226; https://api.mwater.co/v3/images/4e01a9dd763b4e80bfdc3b58e2bd4ef2
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435929,Health Centre Type C,Bijagos,Canogo,,,,966968953,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Reasonable,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Reasonable,,Reasonable,,Reasonable,,Good,,Good,,Yes,1,,,,,,,,,,,,,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/f8801ded088d484fa7d60b3ddeabeb5f; https://api.mwater.co/v3/images/eb2aa4ef225c4963a6d00b68fe604cfb
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703929,Health Centre Type C,Quinara,Buba,,,,966135280,,,,,,2016-03-29,0,0,,0,0,,1,0,,0,0,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Good,,Good,,Good,,Bad,,Good,,Yes,1,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,5,5,https://api.mwater.co/v3/images/4cd2773830ee4801af182e85ccec35f2; https://api.mwater.co/v3/images/48a047792f2f41739e8684f60f13f2f0
